config_id,model_name,iteration,stl_score,model_size,avg_bits,avg_pruning,stl_satisfied,timestamp,threshold_relaxation,robustness_coherence,robustness_attention,robustness_context,robustness_factual
24.0,gpt2,23.0,0.0239611640572547,222.1083984375,14.416666666666666,0.0,True,20250317_122440,0.0,0.0239611640572547,0.2455402761697769,0.2741159498691559,0.0257013887166976
25.0,gpt2,24.0,0.0239611640572547,221.6865234375,14.375,0.0,True,20250317_122440,0.0,0.0239611640572547,0.2455402761697769,0.2741159498691559,0.0257013887166976
26.0,gpt2,25.0,0.0239611640572547,221.2646484375,14.333333333333334,0.0,True,20250317_122440,0.0,0.0239611640572547,0.2455402761697769,0.2741159498691559,0.0257013887166976
27.0,gpt2,26.0,0.0239611640572547,221.0537109375,14.3125,0.0,True,20250317_122440,0.0,0.0239611640572547,0.2455402761697769,0.2741159498691559,0.0257013887166976
28.0,gpt2,27.0,0.0371636375784873,220.7724609375,14.229166666666666,0.0,True,20250317_122440,0.0,0.0371636375784873,0.2455402761697769,0.2692573368549347,0.0703593343496322
29.0,gpt2,28.0,0.0076140249148011,216.8349609375,13.9375,0.0,True,20250317_122440,0.0,0.0076140249148011,0.2319032698869705,0.2648521959781647,0.4727523326873779
30.0,gpt2,29.0,0.0076140249148011,216.6943359375,13.895833333333334,0.0,True,20250317_122440,0.0,0.0076140249148011,0.2319032698869705,0.2648521959781647,0.4727523326873779
31.0,gpt2,30.0,0.0076140249148011,216.5537109375,13.854166666666666,0.0,True,20250317_122440,0.0,0.0076140249148011,0.2319032698869705,0.2648521959781647,0.4727523326873779
32.0,gpt2,31.0,0.0076140249148011,216.4130859375,13.8125,0.0,True,20250317_122440,0.0,0.0076140249148011,0.2319032698869705,0.2648521959781647,0.4727523326873779
33.0,gpt2,32.0,0.0076140249148011,216.2724609375,13.770833333333334,0.0,True,20250317_122440,0.0,0.0076140249148011,0.2319032698869705,0.2648521959781647,0.4727523326873779
34.0,gpt2,33.0,0.0076140249148011,216.2021484375,13.75,0.0,True,20250317_122440,0.0,0.0076140249148011,0.2319032698869705,0.2648521959781647,0.4727523326873779
35.0,gpt2,34.0,0.037356324493885,215.0771484375,13.666666666666666,0.0,True,20250317_122440,0.0,0.037356324493885,0.2341619282960891,0.2673486173152923,0.1519865244626999
36.0,gpt2,35.0,0.0173549726605415,214.7958984375,13.583333333333334,0.0,True,20250317_122440,0.0,0.0173549726605415,0.2287009507417678,0.2621397674083709,0.0174791663885116
37.0,gpt2,36.0,0.0173549726605415,214.6552734375,13.541666666666666,0.0,True,20250317_122440,0.0,0.0173549726605415,0.2287009507417678,0.2621397674083709,0.0174791663885116
38.0,gpt2,37.0,0.0173549726605415,214.5146484375,13.5,0.0,True,20250317_122440,0.0,0.0173549726605415,0.2287009507417678,0.2621397674083709,0.0174791663885116
39.0,gpt2,38.0,0.0173549726605415,214.3740234375,13.458333333333334,0.0,True,20250317_122440,0.0,0.0173549726605415,0.2287009507417678,0.2621397674083709,0.0174791663885116
40.0,gpt2,39.0,0.0173549726605415,214.2333984375,13.416666666666666,0.0,True,20250317_122440,0.0,0.0173549726605415,0.2287009507417678,0.2621397674083709,0.0174791663885116
41.0,gpt2,40.0,0.0173549726605415,214.1630859375,13.395833333333334,0.0,True,20250317_122440,0.0,0.0173549726605415,0.2287009507417678,0.2621397674083709,0.0174791663885116
42.0,gpt2,41.0,0.0062930518761277,213.7412109375,13.270833333333334,0.0,True,20250317_122440,0.0,0.0062930518761277,0.2293783575296402,0.2590543329715729,0.0803805440664291
43.0,gpt2,42.0,0.0128928506746888,213.6708984375,13.25,0.0,True,20250317_122440,0.0,0.0128928506746888,0.2357452660799026,0.2665909230709076,0.166789636015892
44.0,gpt2,43.0,0.0128928506746888,213.5302734375,13.208333333333334,0.0,True,20250317_122440,0.0,0.0128928506746888,0.2357452660799026,0.2665909230709076,0.166789636015892
45.0,gpt2,44.0,0.0128928506746888,213.3896484375,13.166666666666666,0.0,True,20250317_122440,0.0,0.0128928506746888,0.2357452660799026,0.2665909230709076,0.166789636015892
46.0,gpt2,45.0,0.0128928506746888,213.2490234375,13.125,0.0,True,20250317_122440,0.0,0.0128928506746888,0.2357452660799026,0.2665909230709076,0.166789636015892
47.0,gpt2,46.0,0.0128928506746888,213.1787109375,13.104166666666666,0.0,True,20250317_122440,0.0,0.0128928506746888,0.2357452660799026,0.2665909230709076,0.166789636015892
48.0,gpt2,47.0,0.0093571627512574,209.2412109375,12.8125,0.0,True,20250317_122440,0.0,0.0093571627512574,0.2377326041460037,0.2402041256427765,0.1190558522939682
49.0,gpt2,48.0,0.0012844884768128,208.9599609375,12.729166666666666,0.0,True,20250317_122440,0.0,0.0012844884768128,0.2346366792917251,0.2448513805866241,0.0451164096593856
50.0,gpt2,49.0,0.0012844884768128,208.8193359375,12.6875,0.0,True,20250317_122440,0.0,0.0012844884768128,0.2346366792917251,0.2448513805866241,0.0451164096593856
51.0,gpt2,50.0,0.0012844884768128,208.6787109375,12.645833333333334,0.0,True,20250317_122440,0.0,0.0012844884768128,0.2346366792917251,0.2448513805866241,0.0451164096593856
52.0,gpt2,51.0,0.0012844884768128,208.5380859375,12.604166666666666,0.0,True,20250317_122440,0.0,0.0012844884768128,0.2346366792917251,0.2448513805866241,0.0451164096593856
53.0,gpt2,52.0,0.0012844884768128,208.3974609375,12.5625,0.0,True,20250317_122440,0.0,0.0012844884768128,0.2346366792917251,0.2448513805866241,0.0451164096593856
54.0,gpt2,53.0,0.0012844884768128,208.3271484375,12.541666666666666,0.0,True,20250317_122440,0.0,0.0012844884768128,0.2346366792917251,0.2448513805866241,0.0451164096593856
55.0,gpt2,54.0,0.0011361623182892,208.2146484375,12.541666666666666,0.0020833333333333,True,20250317_122440,0.0,0.0011361623182892,0.2346381694078445,0.2458470165729522,0.0414893478155136
56.0,gpt2,55.0,0.0004767263017129,207.7646484375,12.541666666666666,0.0041666666666666,True,20250317_122440,0.0,0.0004767263017129,0.2346336394548416,0.2447036802768707,0.0330304950475692
57.0,gpt2,56.0,0.0004767263017129,207.6521484375,12.541666666666666,0.00625,True,20250317_122440,0.0,0.0004767263017129,0.2346336394548416,0.2447036802768707,0.0330304950475692
58.0,gpt2,57.0,0.0066258544102311,207.5958984375,12.541666666666666,0.0083333333333333,True,20250317_122440,0.0,0.0066258544102311,0.2323915511369705,0.2427747547626495,0.5772414207458496
59.0,gpt2,58.0,0.0066258544102311,207.4833984375,12.541666666666666,0.0104166666666666,True,20250317_122440,0.0,0.0066258544102311,0.2323915511369705,0.2427747547626495,0.5772414207458496
60.0,gpt2,59.0,0.0050939405336976,207.3708984375,12.541666666666666,0.0125,True,20250317_122440,0.0,0.0050939405336976,0.2324173003435135,0.247501403093338,0.4770915508270263
61.0,gpt2,60.0,0.0029329443350434,207.2583984375,12.541666666666666,0.0145833333333333,True,20250317_122440,0.0,0.0029329443350434,0.232511356472969,0.2472740709781646,0.4793180227279663
62.0,gpt2,61.0,0.0029329443350434,206.8083984375,12.541666666666666,0.0166666666666666,True,20250317_122440,0.0,0.0029329443350434,0.232511356472969,0.2472740709781646,0.4793180227279663
63.0,gpt2,62.0,0.0025272453203797,206.3583984375,12.541666666666666,0.01875,True,20250317_122440,0.0,0.0025272453203797,0.2325299531221389,0.2466818392276764,0.4894704818725586
64.0,gpt2,63.0,0.0022144252434372,205.9083984375,12.541666666666666,0.0208333333333333,True,20250317_122440,0.0,0.0022144252434372,0.2325629144906997,0.2482271492481231,0.4712989330291748
65.0,gpt2,64.0,0.0025997841730713,205.5708984375,12.541666666666666,0.0229166666666666,True,20250317_122440,0.0,0.0025997841730713,0.2326484471559524,0.2479759752750396,0.3323463201522827
66.0,gpt2,65.0,0.0460008159279823,204.4458984375,12.458333333333334,0.0229166666666666,True,20250317_122440,0.0,0.0460008159279823,0.2357537299394607,0.2422811090946197,0.0701441019773483
67.0,gpt2,66.0,0.0157269313931465,204.0240234375,12.333333333333334,0.0229166666666666,True,20250317_122440,0.0,0.0157269313931465,0.234932854771614,0.2398739159107208,0.2378765195608139
68.0,gpt2,67.0,0.0157269313931465,203.8833984375,12.291666666666666,0.0229166666666666,True,20250317_122440,0.0,0.0157269313931465,0.234932854771614,0.2398739159107208,0.2378765195608139
69.0,gpt2,68.0,0.0157269313931465,203.7427734375,12.25,0.0229166666666666,True,20250317_122440,0.0,0.0157269313931465,0.234932854771614,0.2398739159107208,0.2378765195608139
70.0,gpt2,69.0,0.0157269313931465,203.6021484375,12.208333333333334,0.0229166666666666,True,20250317_122440,0.0,0.0157269313931465,0.234932854771614,0.2398739159107208,0.2378765195608139
71.0,gpt2,70.0,0.0157269313931465,203.5318359375,12.1875,0.0229166666666666,True,20250317_122440,0.0,0.0157269313931465,0.234932854771614,0.2398739159107208,0.2378765195608139
72.0,gpt2,71.0,0.0567483827471733,203.4615234375,12.166666666666666,0.0229166666666666,True,20250317_122440,0.0,0.0567483827471733,0.2360801249742508,0.2624048292636871,0.0863414853811264
73.0,gpt2,72.0,0.0273649543523788,203.1802734375,12.083333333333334,0.0229166666666666,True,20250317_122440,0.0,0.0288076028227806,0.2325183898210525,0.2561672031879425,0.0273649543523788
74.0,gpt2,73.0,0.0273649543523788,203.0396484375,12.041666666666666,0.0229166666666666,True,20250317_122440,0.0,0.0288076028227806,0.2325183898210525,0.2561672031879425,0.0273649543523788
75.0,gpt2,74.0,0.0273649543523788,202.8990234375,12.0,0.0229166666666666,True,20250317_122440,0.0,0.0288076028227806,0.2325183898210525,0.2561672031879425,0.0273649543523788
76.0,gpt2,75.0,0.0273649543523788,202.7583984375,11.958333333333334,0.0229166666666666,True,20250317_122440,0.0,0.0288076028227806,0.2325183898210525,0.2561672031879425,0.0273649543523788
77.0,gpt2,76.0,0.0273649543523788,202.6177734375,11.916666666666666,0.0229166666666666,True,20250317_122440,0.0,0.0288076028227806,0.2325183898210525,0.2561672031879425,0.0273649543523788
78.0,gpt2,77.0,0.0273649543523788,202.5474609375,11.895833333333334,0.0229166666666666,True,20250317_122440,0.0,0.0288076028227806,0.2325183898210525,0.2561672031879425,0.0273649543523788
79.0,gpt2,78.0,0.0273649543523788,202.0974609375,11.895833333333334,0.025,True,20250317_122440,0.0,0.0288076028227806,0.2325183898210525,0.2561672031879425,0.0273649543523788
80.0,gpt2,79.0,0.0474499687552452,202.0833984375,11.895833333333334,0.0270833333333333,True,20250317_122440,0.0,0.0474499687552452,0.2349780946969986,0.257156640291214,0.1476284712553024
81.0,gpt2,80.0,0.0474499687552452,201.6333984375,11.895833333333334,0.0291666666666666,True,20250317_122440,0.0,0.0474499687552452,0.2349780946969986,0.257156640291214,0.1476284712553024
82.0,gpt2,81.0,0.0474499687552452,201.1833984375,11.895833333333334,0.03125,True,20250317_122440,0.0,0.0474499687552452,0.2349780946969986,0.257156640291214,0.1476284712553024
83.0,gpt2,82.0,0.0481863990426063,200.7333984375,11.895833333333334,0.0333333333333333,True,20250317_122440,0.0,0.0481863990426063,0.2349704653024673,0.2579533159732818,0.1657817214727401
84.0,gpt2,83.0,0.0473515912890434,200.2833984375,11.895833333333334,0.0354166666666666,True,20250317_122440,0.0,0.0473515912890434,0.2349614650011062,0.2588653266429901,0.1600581854581833
85.0,gpt2,84.0,0.0397893711924552,199.8333984375,11.895833333333334,0.0375,True,20250317_122440,0.0,0.0397893711924552,0.2349379807710647,0.2596226036548614,0.1494720429182052
86.0,gpt2,85.0,0.0447333380579948,199.3833984375,11.895833333333334,0.0395833333333333,True,20250317_122440,0.0,0.0447333380579948,0.2349230200052261,0.2568204700946808,0.2014619559049606
87.0,gpt2,86.0,0.0447333380579948,199.3201171875,11.895833333333334,0.0416666666666666,True,20250317_122440,0.0,0.0447333380579948,0.2349230200052261,0.2568204700946808,0.2014619559049606
88.0,gpt2,87.0,0.0447333380579948,199.2568359375,11.895833333333334,0.04375,True,20250317_122440,0.0,0.0447333380579948,0.2349230200052261,0.2568204700946808,0.2014619559049606
89.0,gpt2,88.0,0.0447333380579948,199.1935546875,11.895833333333334,0.0458333333333333,True,20250317_122440,0.0,0.0447333380579948,0.2349230200052261,0.2568204700946808,0.2014619559049606
90.0,gpt2,89.0,0.0447333380579948,199.1302734375,11.895833333333334,0.0479166666666666,True,20250317_122440,0.0,0.0447333380579948,0.2349230200052261,0.2568204700946808,0.2014619559049606
91.0,gpt2,90.0,0.0447333380579948,199.0669921875,11.895833333333334,0.0499999999999999,True,20250317_122440,0.0,0.0447333380579948,0.2349230200052261,0.2568204700946808,0.2014619559049606
92.0,gpt2,91.0,0.0447333380579948,198.6169921875,11.895833333333334,0.0520833333333333,True,20250317_122440,0.0,0.0447333380579948,0.2349230200052261,0.2568204700946808,0.2014619559049606
93.0,gpt2,92.0,0.0445577874779701,198.1669921875,11.895833333333334,0.0541666666666666,True,20250317_122440,0.0,0.0445577874779701,0.2352373152971267,0.2604832947254181,0.2044997066259384
94.0,gpt2,93.0,0.0395670011639595,197.7169921875,11.895833333333334,0.05625,True,20250317_122440,0.0,0.0395670011639595,0.2352491170167923,0.2600887715816498,0.1262894123792648
95.0,gpt2,94.0,0.0160712823271751,197.2669921875,11.895833333333334,0.0583333333333333,True,20250317_122440,0.0,0.0160712823271751,0.2352420836687088,0.2578550279140472,0.0885418504476547
96.0,gpt2,95.0,0.0160712823271751,196.8169921875,11.895833333333334,0.0604166666666666,True,20250317_122440,0.0,0.0160712823271751,0.2352420836687088,0.2578550279140472,0.0885418504476547
97.0,gpt2,96.0,0.0138167822733521,196.3669921875,11.895833333333334,0.0625,True,20250317_122440,0.0,0.0138167822733521,0.234924629330635,0.2579837143421173,0.0795188397169113
98.0,gpt2,97.0,0.0135340178385376,195.9169921875,11.895833333333334,0.0645833333333333,True,20250317_122440,0.0,0.0135340178385376,0.2345557957887649,0.2575702965259552,0.0489720553159713
99.0,gpt2,98.0,0.0078751305118203,195.4669921875,11.895833333333334,0.0666666666666666,True,20250317_122440,0.0,0.0085368836298584,0.2341367751359939,0.2574400007724762,0.0078751305118203
100.0,gpt2,99.0,0.0456981882452964,195.4107421875,11.895833333333334,0.0687499999999999,True,20250317_122440,0.0,0.0456981882452964,0.2346410304307937,0.2611133158206939,0.1794524043798446
101.0,gpt2,100.0,0.0110788429155945,195.1294921875,11.8125,0.0687499999999999,True,20250317_122440,0.0,0.0110788429155945,0.2352491170167923,0.2570821344852447,0.0176899284124374
102.0,gpt2,101.0,0.0110788429155945,194.9888671875,11.770833333333334,0.0687499999999999,True,20250317_122440,0.0,0.0110788429155945,0.2352491170167923,0.2570821344852447,0.0176899284124374
103.0,gpt2,102.0,0.0110788429155945,194.8482421875,11.729166666666666,0.0687499999999999,True,20250317_122440,0.0,0.0110788429155945,0.2352491170167923,0.2570821344852447,0.0176899284124374
104.0,gpt2,103.0,0.0110788429155945,194.7076171875,11.6875,0.0687499999999999,True,20250317_122440,0.0,0.0110788429155945,0.2352491170167923,0.2570821344852447,0.0176899284124374
105.0,gpt2,104.0,0.0110788429155945,194.5669921875,11.645833333333334,0.0687499999999999,True,20250317_122440,0.0,0.0110788429155945,0.2352491170167923,0.2570821344852447,0.0176899284124374
106.0,gpt2,105.0,0.0110788429155945,194.4966796875,11.625,0.0687499999999999,True,20250317_122440,0.0,0.0110788429155945,0.2352491170167923,0.2570821344852447,0.0176899284124374
107.0,gpt2,106.0,0.0174652710556983,194.4826171875,11.625,0.0708333333333333,True,20250317_122440,0.0,0.0174652710556983,0.2329821139574051,0.2623548805713653,0.4726437330245971
108.0,gpt2,107.0,0.0174652710556983,194.0326171875,11.625,0.0729166666666666,True,20250317_122440,0.0,0.0174652710556983,0.2329821139574051,0.2623548805713653,0.4726437330245971
109.0,gpt2,108.0,0.0174652710556983,193.9693359375,11.625,0.075,True,20250317_122440,0.0,0.0174652710556983,0.2329821139574051,0.2623548805713653,0.4726437330245971
110.0,gpt2,109.0,0.0174652710556983,193.9060546875,11.625,0.0770833333333333,True,20250317_122440,0.0,0.0174652710556983,0.2329821139574051,0.2623548805713653,0.4726437330245971
111.0,gpt2,110.0,0.0174652710556983,193.8427734375,11.625,0.0791666666666666,True,20250317_122440,0.0,0.0174652710556983,0.2329821139574051,0.2623548805713653,0.4726437330245971
112.0,gpt2,111.0,0.0174652710556983,193.7794921875,11.625,0.08125,True,20250317_122440,0.0,0.0174652710556983,0.2329821139574051,0.2623548805713653,0.4726437330245971
113.0,gpt2,112.0,0.0174652710556983,193.7162109375,11.625,0.0833333333333333,True,20250317_122440,0.0,0.0174652710556983,0.2329821139574051,0.2623548805713653,0.4726437330245971
114.0,gpt2,113.0,0.0169875398278236,193.6037109375,11.625,0.0854166666666666,True,20250317_122440,0.0,0.0169875398278236,0.2331124097108841,0.2622229158878326,0.4779471158981323
115.0,gpt2,114.0,0.0161719694733619,193.4912109375,11.625,0.0875,True,20250317_122440,0.0,0.0161719694733619,0.2331605702638626,0.2634194195270538,0.4372485876083374
116.0,gpt2,115.0,0.0086933756247162,193.3787109375,11.625,0.0895833333333333,True,20250317_122440,0.0,0.0086933756247162,0.2331684976816177,0.2625950276851654,0.4148832559585571
117.0,gpt2,116.0,0.0086933756247162,192.9287109375,11.625,0.0916666666666666,True,20250317_122440,0.0,0.0086933756247162,0.2331684976816177,0.2625950276851654,0.4148832559585571
118.0,gpt2,117.0,0.0100696170702576,192.4787109375,11.625,0.09375,True,20250317_122440,0.0,0.0100696170702576,0.2331355959177017,0.264515072107315,0.408587098121643
119.0,gpt2,118.0,0.0007201814441941,192.3662109375,11.625,0.0958333333333333,True,20250317_122440,0.0,0.0007201814441941,0.2330199629068374,0.2645959556102752,0.3695060014724731
120.0,gpt2,119.0,0.0014399075880646,191.9162109375,11.625,0.0979166666666667,True,20250317_122440,0.0,0.0014399075880646,0.2328511029481887,0.2649869620800018,0.3657112121582031
121.0,gpt2,120.0,0.0127720469608902,191.4662109375,11.625,0.1,True,20250317_122440,0.0,0.0127720469608902,0.2335613518953323,0.2675109207630157,0.3753644227981567
122.0,gpt2,121.0,0.0013672793284058,191.3537109375,11.625,0.1020833333333333,True,20250317_122440,0.0,0.0013672793284058,0.2336262017488479,0.2651521265506744,0.2421760410070419
123.0,gpt2,122.0,0.0147324884310364,190.9037109375,11.625,0.1041666666666666,True,20250317_122440,0.0,0.0147324884310364,0.2334946542978286,0.266258031129837,0.384061336517334
124.0,gpt2,123.0,0.0147324884310364,190.8404296875,11.625,0.10625,True,20250317_122440,0.0,0.0147324884310364,0.2334946542978286,0.266258031129837,0.384061336517334
125.0,gpt2,124.0,0.0147324884310364,190.7771484375,11.625,0.1083333333333333,True,20250317_122440,0.0,0.0147324884310364,0.2334946542978286,0.266258031129837,0.384061336517334
126.0,gpt2,125.0,0.0147324884310364,190.7138671875,11.625,0.1104166666666666,True,20250317_122440,0.0,0.0147324884310364,0.2334946542978286,0.266258031129837,0.384061336517334
127.0,gpt2,126.0,0.0147324884310364,190.6505859375,11.625,0.1125,True,20250317_122440,0.0,0.0147324884310364,0.2334946542978286,0.266258031129837,0.384061336517334
128.0,gpt2,127.0,0.0147324884310364,190.5873046875,11.625,0.1145833333333333,True,20250317_122440,0.0,0.0147324884310364,0.2334946542978286,0.266258031129837,0.384061336517334
129.0,gpt2,128.0,0.0145096415653824,190.4748046875,11.625,0.1166666666666666,True,20250317_122440,0.0,0.0145096415653824,0.2335080653429031,0.2662757933139801,0.3971184492111206
130.0,gpt2,129.0,0.0147413993254303,190.3623046875,11.625,0.11875,True,20250317_122440,0.0,0.0147413993254303,0.2336143404245376,0.2658233940601349,0.3810369968414306
131.0,gpt2,130.0,0.0139980698004364,190.2498046875,11.625,0.1208333333333333,True,20250317_122440,0.0,0.0139980698004364,0.2335569411516189,0.2651219666004181,0.3365060091018677
132.0,gpt2,131.0,0.0138471657410264,190.1373046875,11.625,0.1229166666666666,True,20250317_122440,0.0,0.0138471657410264,0.2334625273942947,0.2652668058872223,0.3522435426712036
133.0,gpt2,132.0,0.0143359983339905,190.0248046875,11.625,0.125,True,20250317_122440,0.0,0.0143359983339905,0.2334413081407547,0.2660486996173858,0.3983280658721924
134.0,gpt2,133.0,0.0188361033797264,189.5748046875,11.625,0.1270833333333333,True,20250317_122440,0.0,0.0188361033797264,0.2334214597940445,0.2634331285953522,0.3291243314743042
135.0,gpt2,134.0,0.0028680646792054,189.2373046875,11.625,0.1291666666666666,True,20250317_122440,0.0,0.0028680646792054,0.2334448844194412,0.2611497938632965,0.261968731880188
136.0,gpt2,135.0,0.0045701498165726,188.7873046875,11.625,0.13125,True,20250317_122440,0.0,0.0045701498165726,0.233571246266365,0.2611191570758819,0.2960411310195923
137.0,gpt2,136.0,0.0104720974341034,188.3373046875,11.625,0.1333333333333333,True,20250317_122440,0.0,0.0104720974341034,0.2335840016603469,0.2597686350345611,0.4011117219924927
138.0,gpt2,137.0,0.0168006047606468,187.8873046875,11.625,0.1354166666666666,True,20250317_122440,0.0,0.0168006047606468,0.2334008961915969,0.257912665605545,0.2356495708227157
139.0,gpt2,138.0,0.0148513400927186,187.4373046875,11.625,0.1374999999999999,True,20250317_122440,0.0,0.0148513400927186,0.2333415895700454,0.2577559053897857,0.233022853732109
140.0,gpt2,139.0,0.0151584977284073,186.9873046875,11.625,0.1395833333333333,True,20250317_122440,0.0,0.0151584977284073,0.2332241088151931,0.2578703463077545,0.2120310515165329
141.0,gpt2,140.0,0.0047896588221192,186.5373046875,11.625,0.1416666666666666,True,20250317_122440,0.0,0.0047896588221192,0.2334479242563247,0.2596063911914825,0.0692991465330123
142.0,gpt2,141.0,0.0047896588221192,186.5162109375,11.625,0.14375,True,20250317_122440,0.0,0.0047896588221192,0.2334479242563247,0.2596063911914825,0.0692991465330123
143.0,gpt2,142.0,0.0047896588221192,186.4951171875,11.625,0.1458333333333333,True,20250317_122440,0.0,0.0047896588221192,0.2334479242563247,0.2596063911914825,0.0692991465330123
144.0,gpt2,143.0,0.0047896588221192,186.4740234375,11.625,0.1479166666666666,True,20250317_122440,0.0,0.0047896588221192,0.2334479242563247,0.2596063911914825,0.0692991465330123
145.0,gpt2,144.0,0.0047896588221192,186.4529296875,11.625,0.15,True,20250317_122440,0.0,0.0047896588221192,0.2334479242563247,0.2596063911914825,0.0692991465330123
146.0,gpt2,145.0,0.0047896588221192,186.4318359375,11.625,0.1520833333333333,True,20250317_122440,0.0,0.0047896588221192,0.2334479242563247,0.2596063911914825,0.0692991465330123
147.0,gpt2,146.0,0.011372142471373,185.9818359375,11.625,0.1541666666666666,True,20250317_122440,0.0,0.011372142471373,0.2336646467447281,0.2591984570026397,0.0622895210981369
148.0,gpt2,147.0,0.0067415023222565,185.6443359375,11.625,0.15625,True,20250317_122440,0.0,0.0067415023222565,0.2339314371347427,0.2601422369480133,0.1011582463979721
149.0,gpt2,148.0,0.0148190194740891,185.3068359375,11.625,0.1583333333333333,True,20250317_122440,0.0,0.0148190194740891,0.2341243773698806,0.2602171003818512,0.1333237737417221
150.0,gpt2,149.0,0.0002451771579217,184.9693359375,11.625,0.1604166666666666,True,20250317_122440,0.0,0.0002451771579217,0.2333439737558365,0.2639673054218292,0.240110382437706
151.0,gpt2,150.0,0.0135451788082718,184.63183593750003,11.625,0.1624999999999999,True,20250317_122440,0.0,0.0135451788082718,0.2342206388711929,0.2667199671268463,0.2861183881759643
