config_id,iteration,stl_score,model_size,avg_bits,avg_pruning,stl_satisfied,robustness_coherence,robustness_attention,robustness_context,robustness_factual,is_pareto
65,64,0.0025997841730713844,205.5708984375,12.541666666666666,0.02291666666666667,True,0.0025997841730713844,0.23264844715595245,0.24797597527503967,0.3323463201522827,False
66,65,0.04600081592798233,204.4458984375,12.458333333333334,0.02291666666666667,True,0.04600081592798233,0.23575372993946075,0.24228110909461975,0.07014410197734833,False
67,66,0.015726931393146515,204.0240234375,12.333333333333334,0.02291666666666667,True,0.015726931393146515,0.23493285477161407,0.23987391591072083,0.2378765195608139,False
68,67,0.015726931393146515,203.8833984375,12.291666666666666,0.02291666666666667,True,0.015726931393146515,0.23493285477161407,0.23987391591072083,0.2378765195608139,False
69,68,0.015726931393146515,203.7427734375,12.25,0.02291666666666667,True,0.015726931393146515,0.23493285477161407,0.23987391591072083,0.2378765195608139,False
70,69,0.015726931393146515,203.6021484375,12.208333333333334,0.02291666666666667,True,0.015726931393146515,0.23493285477161407,0.23987391591072083,0.2378765195608139,False
71,70,0.015726931393146515,203.5318359375,12.1875,0.02291666666666667,True,0.015726931393146515,0.23493285477161407,0.23987391591072083,0.2378765195608139,False
72,71,0.05674838274717331,203.4615234375,12.166666666666666,0.02291666666666667,True,0.05674838274717331,0.2360801249742508,0.26240482926368713,0.0863414853811264,True
73,72,0.027364954352378845,203.1802734375,12.083333333333334,0.02291666666666667,True,0.02880760282278061,0.23251838982105255,0.2561672031879425,0.027364954352378845,False
74,73,0.027364954352378845,203.0396484375,12.041666666666666,0.02291666666666667,True,0.02880760282278061,0.23251838982105255,0.2561672031879425,0.027364954352378845,False
75,74,0.027364954352378845,202.8990234375,12.0,0.02291666666666667,True,0.02880760282278061,0.23251838982105255,0.2561672031879425,0.027364954352378845,False
76,75,0.027364954352378845,202.7583984375,11.958333333333334,0.02291666666666667,True,0.02880760282278061,0.23251838982105255,0.2561672031879425,0.027364954352378845,False
77,76,0.027364954352378845,202.6177734375,11.916666666666666,0.02291666666666667,True,0.02880760282278061,0.23251838982105255,0.2561672031879425,0.027364954352378845,False
78,77,0.027364954352378845,202.5474609375,11.895833333333334,0.02291666666666667,True,0.02880760282278061,0.23251838982105255,0.2561672031879425,0.027364954352378845,False
79,78,0.027364954352378845,202.0974609375,11.895833333333334,0.025000000000000005,True,0.02880760282278061,0.23251838982105255,0.2561672031879425,0.027364954352378845,False
80,79,0.04744996875524521,202.0833984375,11.895833333333334,0.027083333333333334,True,0.04744996875524521,0.2349780946969986,0.257156640291214,0.14762847125530243,False
81,80,0.04744996875524521,201.6333984375,11.895833333333334,0.029166666666666664,True,0.04744996875524521,0.2349780946969986,0.257156640291214,0.14762847125530243,False
82,81,0.04744996875524521,201.18339843750002,11.895833333333334,0.03125,True,0.04744996875524521,0.2349780946969986,0.257156640291214,0.14762847125530243,False
83,82,0.048186399042606354,200.7333984375,11.895833333333334,0.03333333333333333,True,0.048186399042606354,0.23497046530246735,0.25795331597328186,0.16578172147274017,True
84,83,0.047351591289043427,200.2833984375,11.895833333333334,0.035416666666666666,True,0.047351591289043427,0.23496146500110626,0.2588653266429901,0.1600581854581833,True
85,84,0.03978937119245529,199.8333984375,11.895833333333334,0.0375,True,0.03978937119245529,0.23493798077106476,0.25962260365486145,0.14947204291820526,False
86,85,0.04473333805799484,199.3833984375,11.895833333333334,0.03958333333333333,True,0.04473333805799484,0.23492302000522614,0.2568204700946808,0.20146195590496063,False
87,86,0.04473333805799484,199.32011718750002,11.895833333333334,0.041666666666666664,True,0.04473333805799484,0.23492302000522614,0.2568204700946808,0.20146195590496063,False
88,87,0.04473333805799484,199.2568359375,11.895833333333334,0.043750000000000004,True,0.04473333805799484,0.23492302000522614,0.2568204700946808,0.20146195590496063,False
89,88,0.04473333805799484,199.1935546875,11.895833333333334,0.04583333333333334,True,0.04473333805799484,0.23492302000522614,0.2568204700946808,0.20146195590496063,False
90,89,0.04473333805799484,199.1302734375,11.895833333333334,0.04791666666666666,True,0.04473333805799484,0.23492302000522614,0.2568204700946808,0.20146195590496063,False
91,90,0.04473333805799484,199.0669921875,11.895833333333334,0.049999999999999996,True,0.04473333805799484,0.23492302000522614,0.2568204700946808,0.20146195590496063,False
92,91,0.04473333805799484,198.6169921875,11.895833333333334,0.052083333333333336,True,0.04473333805799484,0.23492302000522614,0.2568204700946808,0.20146195590496063,False
93,92,0.04455778747797012,198.1669921875,11.895833333333334,0.05416666666666667,True,0.04455778747797012,0.23523731529712677,0.2604832947254181,0.20449970662593842,False
94,93,0.0395670011639595,197.71699218749998,11.895833333333334,0.05625,True,0.0395670011639595,0.2352491170167923,0.2600887715816498,0.12628941237926483,False
95,94,0.01607128232717514,197.2669921875,11.895833333333334,0.05833333333333333,True,0.01607128232717514,0.2352420836687088,0.25785502791404724,0.08854185044765472,False
96,95,0.01607128232717514,196.8169921875,11.895833333333334,0.060416666666666674,True,0.01607128232717514,0.2352420836687088,0.25785502791404724,0.08854185044765472,False
97,96,0.013816782273352146,196.3669921875,11.895833333333334,0.0625,True,0.013816782273352146,0.23492462933063507,0.2579837143421173,0.07951883971691132,False
98,97,0.013534017838537693,195.9169921875,11.895833333333334,0.06458333333333334,True,0.013534017838537693,0.23455579578876495,0.2575702965259552,0.048972055315971375,False
99,98,0.007875130511820316,195.46699218749998,11.895833333333334,0.06666666666666667,True,0.008536883629858494,0.23413677513599396,0.2574400007724762,0.007875130511820316,False
100,99,0.04569818824529648,195.41074218749998,11.895833333333334,0.06874999999999999,True,0.04569818824529648,0.23464103043079376,0.26111331582069397,0.17945240437984467,True
101,100,0.011078842915594578,195.12949218749998,11.8125,0.06874999999999999,True,0.011078842915594578,0.2352491170167923,0.25708213448524475,0.01768992841243744,False
102,101,0.011078842915594578,194.98886718749998,11.770833333333334,0.06874999999999999,True,0.011078842915594578,0.2352491170167923,0.25708213448524475,0.01768992841243744,False
103,102,0.011078842915594578,194.84824218749998,11.729166666666666,0.06874999999999999,True,0.011078842915594578,0.2352491170167923,0.25708213448524475,0.01768992841243744,False
104,103,0.011078842915594578,194.70761718749998,11.6875,0.06874999999999999,True,0.011078842915594578,0.2352491170167923,0.25708213448524475,0.01768992841243744,False
105,104,0.011078842915594578,194.56699218749998,11.645833333333334,0.06874999999999999,True,0.011078842915594578,0.2352491170167923,0.25708213448524475,0.01768992841243744,False
106,105,0.011078842915594578,194.49667968749998,11.625,0.06874999999999999,True,0.011078842915594578,0.2352491170167923,0.25708213448524475,0.01768992841243744,False
107,106,0.017465271055698395,194.48261718749998,11.625,0.07083333333333333,True,0.017465271055698395,0.2329821139574051,0.26235488057136536,0.47264373302459717,False
108,107,0.017465271055698395,194.0326171875,11.625,0.07291666666666667,True,0.017465271055698395,0.2329821139574051,0.26235488057136536,0.47264373302459717,False
109,108,0.017465271055698395,193.9693359375,11.625,0.075,True,0.017465271055698395,0.2329821139574051,0.26235488057136536,0.47264373302459717,False
110,109,0.017465271055698395,193.9060546875,11.625,0.07708333333333334,True,0.017465271055698395,0.2329821139574051,0.26235488057136536,0.47264373302459717,False
111,110,0.017465271055698395,193.8427734375,11.625,0.07916666666666666,True,0.017465271055698395,0.2329821139574051,0.26235488057136536,0.47264373302459717,False
112,111,0.017465271055698395,193.77949218749998,11.625,0.08125,True,0.017465271055698395,0.2329821139574051,0.26235488057136536,0.47264373302459717,False
113,112,0.017465271055698395,193.7162109375,11.625,0.08333333333333333,True,0.017465271055698395,0.2329821139574051,0.26235488057136536,0.47264373302459717,False
114,113,0.01698753982782364,193.60371093749998,11.625,0.08541666666666665,True,0.01698753982782364,0.2331124097108841,0.26222291588783264,0.4779471158981323,False
115,114,0.01617196947336197,193.4912109375,11.625,0.08750000000000001,True,0.01617196947336197,0.2331605702638626,0.26341941952705383,0.4372485876083374,False
116,115,0.008693375624716282,193.3787109375,11.625,0.08958333333333335,True,0.008693375624716282,0.23316849768161774,0.2625950276851654,0.41488325595855713,False
117,116,0.008693375624716282,192.9287109375,11.625,0.09166666666666667,True,0.008693375624716282,0.23316849768161774,0.2625950276851654,0.41488325595855713,False
118,117,0.010069617070257664,192.47871093749998,11.625,0.09375,True,0.010069617070257664,0.23313559591770172,0.26451507210731506,0.40858709812164307,False
119,118,0.0007201814441941679,192.3662109375,11.625,0.09583333333333333,True,0.0007201814441941679,0.23301996290683746,0.26459595561027527,0.36950600147247314,False
120,119,0.0014399075880646706,191.9162109375,11.625,0.0979166666666667,True,0.0014399075880646706,0.23285110294818878,0.26498696208000183,0.3657112121582031,False
121,120,0.012772046960890293,191.4662109375,11.625,0.10000000000000002,True,0.012772046960890293,0.23356135189533234,0.26751092076301575,0.37536442279815674,False
122,121,0.001367279328405857,191.35371093749998,11.625,0.10208333333333335,True,0.001367279328405857,0.23362620174884796,0.26515212655067444,0.24217604100704193,False
123,122,0.014732488431036472,190.9037109375,11.625,0.10416666666666667,True,0.014732488431036472,0.23349465429782867,0.26625803112983704,0.384061336517334,False
124,123,0.014732488431036472,190.8404296875,11.625,0.10625,True,0.014732488431036472,0.23349465429782867,0.26625803112983704,0.384061336517334,False
125,124,0.014732488431036472,190.7771484375,11.625,0.10833333333333334,True,0.014732488431036472,0.23349465429782867,0.26625803112983704,0.384061336517334,False
126,125,0.014732488431036472,190.7138671875,11.625,0.11041666666666668,True,0.014732488431036472,0.23349465429782867,0.26625803112983704,0.384061336517334,False
127,126,0.014732488431036472,190.65058593749998,11.625,0.1125,True,0.014732488431036472,0.23349465429782867,0.26625803112983704,0.384061336517334,False
128,127,0.014732488431036472,190.5873046875,11.625,0.11458333333333333,True,0.014732488431036472,0.23349465429782867,0.26625803112983704,0.384061336517334,False
129,128,0.01450964156538248,190.47480468749998,11.625,0.11666666666666665,True,0.01450964156538248,0.23350806534290314,0.2662757933139801,0.3971184492111206,False
130,129,0.014741399325430393,190.3623046875,11.625,0.11875000000000001,True,0.014741399325430393,0.23361434042453766,0.2658233940601349,0.38103699684143066,False
131,130,0.013998069800436497,190.2498046875,11.625,0.12083333333333335,True,0.013998069800436497,0.23355694115161896,0.2651219666004181,0.3365060091018677,False
132,131,0.013847165741026402,190.1373046875,11.625,0.12291666666666667,True,0.013847165741026402,0.23346252739429474,0.2652668058872223,0.3522435426712036,False
133,132,0.014335998333990574,190.0248046875,11.625,0.125,True,0.014335998333990574,0.2334413081407547,0.26604869961738586,0.3983280658721924,False
134,133,0.01883610337972641,189.5748046875,11.625,0.12708333333333333,True,0.01883610337972641,0.2334214597940445,0.2634331285953522,0.3291243314743042,False
135,134,0.0028680646792054176,189.2373046875,11.625,0.12916666666666668,True,0.0028680646792054176,0.23344488441944122,0.2611497938632965,0.261968731880188,False
136,135,0.004570149816572666,188.7873046875,11.625,0.13125,True,0.004570149816572666,0.23357124626636505,0.26111915707588196,0.2960411310195923,False
137,136,0.010472097434103489,188.3373046875,11.625,0.13333333333333333,True,0.010472097434103489,0.23358400166034698,0.25976863503456116,0.4011117219924927,False
138,137,0.01680060476064682,187.8873046875,11.625,0.13541666666666666,True,0.01680060476064682,0.23340089619159698,0.25791266560554504,0.23564957082271576,False
139,138,0.014851340092718601,187.43730468750002,11.625,0.13749999999999998,True,0.014851340092718601,0.23334158957004547,0.25775590538978577,0.23302285373210907,False
140,139,0.015158497728407383,186.9873046875,11.625,0.13958333333333334,True,0.015158497728407383,0.23322410881519318,0.2578703463077545,0.2120310515165329,False
141,140,0.004789658822119236,186.5373046875,11.625,0.14166666666666666,True,0.004789658822119236,0.23344792425632477,0.25960639119148254,0.06929914653301239,False
142,141,0.004789658822119236,186.5162109375,11.625,0.14375000000000002,True,0.004789658822119236,0.23344792425632477,0.25960639119148254,0.06929914653301239,False
143,142,0.004789658822119236,186.4951171875,11.625,0.14583333333333334,True,0.004789658822119236,0.23344792425632477,0.25960639119148254,0.06929914653301239,False
144,143,0.004789658822119236,186.47402343750002,11.625,0.14791666666666667,True,0.004789658822119236,0.23344792425632477,0.25960639119148254,0.06929914653301239,False
145,144,0.004789658822119236,186.45292968750002,11.625,0.15,True,0.004789658822119236,0.23344792425632477,0.25960639119148254,0.06929914653301239,False
146,145,0.004789658822119236,186.4318359375,11.625,0.15208333333333332,True,0.004789658822119236,0.23344792425632477,0.25960639119148254,0.06929914653301239,False
147,146,0.011372142471373081,185.98183593750002,11.625,0.15416666666666665,True,0.011372142471373081,0.2336646467447281,0.25919845700263977,0.0622895210981369,False
148,147,0.006741502322256565,185.64433593750002,11.625,0.15625,True,0.006741502322256565,0.23393143713474274,0.2601422369480133,0.1011582463979721,False
149,148,0.014819019474089146,185.3068359375,11.625,0.15833333333333333,True,0.014819019474089146,0.23412437736988068,0.2602171003818512,0.1333237737417221,False
150,149,0.00024517715792171657,184.9693359375,11.625,0.16041666666666665,True,0.00024517715792171657,0.2333439737558365,0.2639673054218292,0.240110382437706,False
151,150,0.013545178808271885,184.63183593750003,11.625,0.16249999999999998,True,0.013545178808271885,0.23422063887119293,0.2667199671268463,0.28611838817596436,False
152,151,0.03162067383527756,184.1818359375,11.625,0.16458333333333333,True,0.03162067383527756,0.23370112478733063,0.2678861916065216,0.32922542095184326,False
153,152,0.0025419527664780617,184.1466796875,11.604166666666666,0.16458333333333333,True,0.0025419527664780617,0.2343391329050064,0.2644851505756378,0.5421102046966553,False
154,153,0.01214615348726511,183.69667968750002,11.604166666666666,0.16666666666666666,True,0.01214615348726511,0.23632676899433136,0.26557376980781555,0.5006457567214966,False
155,154,0.00011291444388916716,183.35917968750002,11.604166666666666,0.16874999999999998,True,0.00011291444388916716,0.23605813086032867,0.2652260363101959,0.4615187644958496,False
156,155,0.005163469351828098,182.9091796875,11.604166666666666,0.1708333333333333,True,0.005163469351828098,0.23569543659687042,0.2653250992298126,0.5622540712356567,False
157,156,0.0034863585606217384,182.5716796875,11.604166666666666,0.17291666666666664,True,0.0034863585606217384,0.23439748585224152,0.26295527815818787,0.428841233253479,False
158,157,0.011339806951582432,182.2341796875,11.604166666666666,0.17499999999999996,True,0.011339806951582432,0.23382128775119781,0.26304635405540466,0.2879692316055298,False
159,158,0.0022741639986634254,181.7841796875,11.604166666666666,0.17708333333333334,True,0.0022741639986634254,0.23468990623950958,0.26340338587760925,0.14791719615459442,False
160,159,0.0009386026649735868,181.3341796875,11.604166666666666,0.1791666666666666,True,0.0009386026649735868,0.234904482960701,0.2655852735042572,0.10946951806545258,False
161,160,0.00024680138449184597,180.88417968750002,11.604166666666666,0.18125,True,0.00024680138449184597,0.23475046455860138,0.2655911147594452,0.11456207931041718,False
162,161,0.00024680138449184597,180.86308593750002,11.604166666666666,0.18333333333333332,True,0.00024680138449184597,0.23475046455860138,0.2655911147594452,0.11456207931041718,False
163,162,0.00024680138449184597,180.8419921875,11.604166666666666,0.18541666666666665,True,0.00024680138449184597,0.23475046455860138,0.2655911147594452,0.11456207931041718,False
164,163,0.00024680138449184597,180.82089843750003,11.604166666666666,0.1875,True,0.00024680138449184597,0.23475046455860138,0.2655911147594452,0.11456207931041718,False
165,164,0.00024680138449184597,180.79980468750003,11.604166666666666,0.18958333333333333,True,0.00024680138449184597,0.23475046455860138,0.2655911147594452,0.11456207931041718,False
166,165,0.00024680138449184597,180.77871093750002,11.604166666666666,0.19166666666666665,True,0.00024680138449184597,0.23475046455860138,0.2655911147594452,0.11456207931041718,False
167,166,0.00023629605129826814,180.32871093750003,11.604166666666666,0.19374999999999998,True,0.00023629605129826814,0.23475046455860138,0.26578131318092346,0.10906963050365448,False
168,167,0.0023381346836686134,179.87871093750002,11.604166666666666,0.1958333333333333,True,0.0023381346836686134,0.23475046455860138,0.2665626108646393,0.11477391421794891,False
169,168,0.0013007307425141335,179.5412109375,11.604166666666666,0.19791666666666663,True,0.0013007307425141335,0.2347441464662552,0.2665790617465973,0.13023893535137177,False
170,169,0.001724489964544773,179.2037109375,11.604166666666666,0.19999999999999996,True,0.001724489964544773,0.23465164005756378,0.2645604908466339,0.12191705405712128,False
171,170,0.0032501304522156715,178.86621093750003,11.604166666666666,0.2020833333333333,True,0.0032501304522156715,0.23469407856464386,0.2633848488330841,0.12611566483974457,False
172,171,0.0030736560001969337,178.52871093750002,11.604166666666666,0.20416666666666664,True,0.0030736560001969337,0.23440255224704742,0.2615986168384552,0.10521762073040009,False
173,172,0.004338824190199375,178.19121093750002,11.604166666666666,0.20624999999999996,True,0.004338824190199375,0.23440559208393097,0.262084037065506,0.09359870851039886,False
174,173,6.02841373620322e-06,177.7412109375,11.604166666666666,0.2083333333333333,True,6.02841373620322e-06,0.23347051441669464,0.25718286633491516,0.3491823673248291,False
175,174,0.0013464773073792458,177.2912109375,11.604166666666666,0.21041666666666667,True,0.0013464773073792458,0.23347051441669464,0.25769463181495667,0.44207608699798584,False
176,175,0.0019035572186112404,176.84121093750002,11.604166666666666,0.2125,True,0.0019035572186112404,0.23347051441669464,0.2577109634876251,0.4366264343261719,False
177,176,0.00123670045286417,176.50371093750002,11.604166666666666,0.21458333333333332,True,0.00123670045286417,0.23354263603687286,0.2579759657382965,0.4323364496231079,False
178,177,0.0009104990749619901,176.1662109375,11.604166666666666,0.21666666666666667,True,0.0009104990749619901,0.23364199697971344,0.2589985430240631,0.4320334196090698,False
179,178,0.0024513090029358864,175.82871093750003,11.604166666666666,0.21874999999999997,True,0.0024513090029358864,0.23379750549793243,0.2591724097728729,0.4857473373413086,False
180,179,0.0024513090029358864,175.80761718750003,11.604166666666666,0.22083333333333333,True,0.0024513090029358864,0.23379750549793243,0.2591724097728729,0.4857473373413086,False
181,180,0.0024513090029358864,175.78652343750002,11.604166666666666,0.22291666666666665,True,0.0024513090029358864,0.23379750549793243,0.2591724097728729,0.4857473373413086,False
182,181,0.0024513090029358864,175.76542968750005,11.604166666666666,0.22499999999999998,True,0.0024513090029358864,0.23379750549793243,0.2591724097728729,0.4857473373413086,False
183,182,0.0024513090029358864,175.74433593750004,11.604166666666666,0.22708333333333333,True,0.0024513090029358864,0.23379750549793243,0.2591724097728729,0.4857473373413086,False
184,183,0.0024513090029358864,175.72324218750003,11.604166666666666,0.22916666666666663,True,0.0024513090029358864,0.23379750549793243,0.2591724097728729,0.4857473373413086,False
185,184,0.0024513090029358864,175.38574218750003,11.604166666666666,0.23124999999999998,True,0.0024513090029358864,0.23379750549793243,0.2591724097728729,0.4857473373413086,False
